episode_key	run_dir	method	molecule	config	seed	episode	snapshot_index	event_step	event_error_mha	last_action	prefix_len
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep7215__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	7215	0	2	0.5544	RX(q=4)	2
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep9320__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	9320	0	3	0.5544	RX(q=5)	3
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep6417__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	6417	0	2	0.5544	CNOT(5->4)	2
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep8032__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	8032	0	2	0.5544	RY(q=5)	2
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep3985__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	3985	0	4	0.5544	RY(q=5)	4
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep1147__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	1147	0	3	0.5544	RX(q=5)	3
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep6514__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	6514	0	3	0.5544	CNOT(5->4)	3
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep3697__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	3697	0	2	0.5544	CNOT(4->5)	2
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep6335__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	6335	0	3	0.5544	RX(q=5)	3
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth10__seed11111__ep1473__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth10/seed11111	crlqas	L1_BeH2_STO3G_6q	L1_BeH2_STO3G_6q_cobyla_20k_depth10	seed11111	1473	0	6	0.5544	RZ(q=0)	6
