scope	bucket	motif_type	motif	count	bucket_episodes	other_count	other_episodes	support_in_bucket	support_elsewhere	lift
ALL	0.13	last2_motif	CNOT(3->4) -> RY(q=3)	1	1	9	199999	1.0	4.500022500112501e-05	22222.11111111111
ALL	0.27	last2_motif	CNOT(1->5) -> CNOT(5->4)	2	41	93	199959	0.04878048780487805	0.00046509534454563183	104.88276947285603
ALL	0.27	last2_motif	CNOT(1->0) -> RY(q=5)	1	41	116	199959	0.024390243902439025	0.0005801189243794978	42.04352396972246
ALL	0.27	last2_motif	RY(q=4) -> RY(q=5)	1	41	9080	199959	0.024390243902439025	0.04540930890832621	0.537119909745353
ALL	0.27	last2_motif	CNOT(0->2) -> CNOT(4->2)	1	41	10	199959	0.024390243902439025	5.0010252101680844e-05	487.70487804878053
ALL	0.27	last2_motif	CNOT(1->3) -> CNOT(4->1)	1	41	8	199959	0.024390243902439025	4.0008201681344674e-05	609.6310975609757
ALL	0.27	last2_motif	CNOT(1->4) -> CNOT(5->1)	1	41	20	199959	0.024390243902439025	0.00010002050420336169	243.85243902439026
ALL	0.27	last2_motif	CNOT(5->4) -> CNOT(5->2)	1	41	15	199959	0.024390243902439025	7.501537815252127e-05	325.13658536585365
ALL	0.27	last2_motif	CNOT(2->0) -> CNOT(1->0)	1	41	0	199959	0.024390243902439025	0.0	inf
ALL	0.27	last2_motif	RX(q=4) -> CNOT(1->0)	1	41	35	199959	0.024390243902439025	0.00017503588235588295	139.34425087108016
ALL	0.27	last2_motif	CNOT(4->5) -> CNOT(5->2)	1	41	9	199959	0.024390243902439025	4.500922689151276e-05	541.8943089430894
ALL	0.27	last2_motif	CNOT(0->5) -> RY(q=3)	1	41	9	199959	0.024390243902439025	4.500922689151276e-05	541.8943089430894
ALL	0.27	last2_motif	RY(q=1) -> CNOT(5->4)	1	41	120	199959	0.024390243902439025	0.0006001230252201702	40.642073170731706
ALL	0.27	last2_motif	RX(q=5) -> CNOT(1->4)	1	41	31	199959	0.024390243902439025	0.00015503178151521062	157.32415420928405
ALL	0.27	last2_motif	CNOT(5->4) -> RX(q=5)	1	41	193	199959	0.024390243902439025	0.0009651978655624403	25.269682800454948
ALL	0.27	last2_motif	RX(q=5) -> RX(q=3)	1	41	27	199959	0.024390243902439025	0.0001350276806745383	180.63143631436313
ALL	0.27	last2_motif	CNOT(2->4) -> CNOT(4->5)	1	41	86	199959	0.024390243902439025	0.00043008816807445525	56.70986954055587
ALL	0.27	last2_motif	RZ(q=4) -> CNOT(4->5)	1	41	85	199959	0.024390243902439025	0.0004250871428642872	57.37704447632712
ALL	0.27	last2_motif	CNOT(1->0) -> CNOT(4->5)	1	41	72	199959	0.024390243902439025	0.0003600738151321021	67.73678861788618
ALL	0.27	last2_motif	CNOT(3->5) -> CNOT(4->5)	1	41	78	199959	0.024390243902439025	0.0003900799663931106	62.52626641651032
ALL	0.27	last2_motif	RX(q=5) -> CNOT(5->4)	1	41	6220	199959	0.024390243902439025	0.031106376807245484	0.7840914438083288
ALL	0.27	last2_motif	CNOT(3->5) -> RX(q=3)	1	41	7	199959	0.024390243902439025	3.500717647117659e-05	696.7212543554007
ALL	0.27	last2_motif	CNOT(4->5) -> CNOT(2->4)	1	41	11	199959	0.024390243902439025	5.501127731184893e-05	443.3680709534368
ALL	0.27	last2_motif	RX(q=4) -> CNOT(0->5)	1	41	27	199959	0.024390243902439025	0.0001350276806745383	180.63143631436313
ALL	0.27	last2_motif	RX(q=4) -> RX(q=5)	1	41	5985	199959	0.024390243902439025	0.029931135882855984	0.8148786600647963
ALL	0.27	last2_motif	CNOT(4->5) -> RX(q=4)	1	41	332	199959	0.024390243902439025	0.0016603403697758041	14.689905965324714
ALL	0.27	last2_motif	CNOT(4->1) -> RY(q=0)	1	41	13	199959	0.024390243902439025	6.50133277321851e-05	375.1575984990619
ALL	0.27	last2_motif	CNOT(4->5) -> RX(q=0)	1	41	16	199959	0.024390243902439025	8.001640336268935e-05	304.81554878048786
ALL	0.27	last2_motif	RY(q=4) -> CNOT(3->5)	1	41	17	199959	0.024390243902439025	8.501742857285744e-05	286.8852223816356
ALL	0.27	last2_motif	CNOT(5->3) -> RX(q=5)	1	41	151	199959	0.024390243902439025	0.0007551548067353807	32.29833629462123
ALL	0.27	last2_motif	RX(q=5) -> CNOT(4->2)	1	41	25	199959	0.024390243902439025	0.00012502563025420212	195.0819512195122
ALL	0.27	last2_motif	CNOT(3->4) -> RZ(q=5)	1	41	4	199959	0.024390243902439025	2.0004100840672337e-05	1219.2621951219514
ALL	0.27	last2_motif	CNOT(4->3) -> CNOT(3->0)	1	41	4	199959	0.024390243902439025	2.0004100840672337e-05	1219.2621951219514
ALL	0.27	last2_motif	RX(q=2) -> RX(q=5)	1	41	81	199959	0.024390243902439025	0.0004050830420236148	60.21047877145438
ALL	0.27	last2_motif	CNOT(3->2) -> CNOT(5->4)	2	41	93	199959	0.04878048780487805	0.00046509534454563183	104.88276947285603
ALL	0.27	last2_motif	CNOT(2->3) -> RZ(q=0)	1	41	5	199959	0.024390243902439025	2.5005126050840422e-05	975.4097560975611
ALL	0.27	last2_motif	CNOT(4->5) -> CNOT(1->5)	1	41	7	199959	0.024390243902439025	3.500717647117659e-05	696.7212543554007
ALL	0.27	last2_motif	RZ(q=2) -> CNOT(5->0)	1	41	10	199959	0.024390243902439025	5.0010252101680844e-05	487.70487804878053
ALL	0.27	last2_motif	CNOT(5->1) -> CNOT(4->2)	1	41	4	199959	0.024390243902439025	2.0004100840672337e-05	1219.2621951219514
ALL	0.27	last2_motif	CNOT(4->3) -> CNOT(4->2)	1	41	3	199959	0.024390243902439025	1.5003075630504253e-05	1625.6829268292684
ALL	0.28	last2_motif	RX(q=4) -> RY(q=1)	1	9	75	199991	0.1111111111111111	0.00037501687575940915	296.282962962963
ALL	0.28	last2_motif	RY(q=2) -> CNOT(3->2)	1	9	10	199991	0.1111111111111111	5.000225010125456e-05	2222.122222222222
ALL	0.28	last2_motif	CNOT(4->5) -> CNOT(2->3)	1	9	10	199991	0.1111111111111111	5.000225010125456e-05	2222.122222222222
ALL	0.28	last2_motif	CNOT(3->2) -> CNOT(4->5)	1	9	72	199991	0.1111111111111111	0.0003600162007290328	308.62808641975306
ALL	0.28	last2_motif	CNOT(4->5) -> CNOT(4->0)	1	9	9	199991	0.1111111111111111	4.50020250911291e-05	2469.0246913580245
ALL	0.28	last2_motif	CNOT(5->4) -> RZ(q=1)	1	9	15	199991	0.1111111111111111	7.500337515188184e-05	1481.4148148148147
ALL	0.28	last2_motif	CNOT(5->4) -> CNOT(5->3)	1	9	13	199991	0.1111111111111111	6.500292513163093e-05	1709.3247863247861
ALL	0.28	last2_motif	RX(q=5) -> CNOT(3->5)	1	9	20	199991	0.1111111111111111	0.00010000450020250912	1111.061111111111
ALL	0.28	last2_motif	CNOT(0->5) -> RX(q=0)	1	9	25	199991	0.1111111111111111	0.0001250056252531364	888.8488888888887
ALL	0.29	last2_motif	CNOT(1->5) -> CNOT(5->2)	1	6	11	199994	0.16666666666666666	5.500165004950148e-05	3030.212121212121
ALL	0.29	last2_motif	RZ(q=4) -> CNOT(5->4)	1	6	104	199994	0.16666666666666666	0.000520015600468014	320.5032051282051
ALL	0.29	last2_motif	CNOT(2->0) -> CNOT(3->1)	1	6	6	199994	0.16666666666666666	3.000090002700081e-05	5555.388888888889
ALL	0.29	last2_motif	CNOT(4->5) -> CNOT(3->5)	1	6	10	199994	0.16666666666666666	5.000150004500135e-05	3333.233333333333
ALL	0.29	last2_motif	RZ(q=1) -> RX(q=2)	1	6	14	199994	0.16666666666666666	7.00021000630019e-05	2380.880952380952
ALL	0.29	last2_motif	CNOT(2->3) -> CNOT(4->5)	1	6	60	199994	0.16666666666666666	0.0003000090002700081	555.5388888888889
ALL	0.30	last2_motif	RY(q=4) -> RZ(q=5)	1	3	38	199997	0.3333333333333333	0.00019000285004275064	1754.359649122807
ALL	0.30	last2_motif	RZ(q=5) -> CNOT(5->3)	1	3	5	199997	0.3333333333333333	2.5000375005625085e-05	13333.133333333331
ALL	0.30	last2_motif	RY(q=4) -> CNOT(5->0)	1	3	29	199997	0.3333333333333333	0.0001450021750326255	2298.816091954023
ALL	0.31	last2_motif	CNOT(2->1) -> RY(q=4)	1	3	112	199997	0.3333333333333333	0.0005600084001260019	595.2291666666666
ALL	0.31	last2_motif	RX(q=4) -> CNOT(5->1)	1	3	20	199997	0.3333333333333333	0.00010000150002250034	3333.283333333333
ALL	0.31	last2_motif	CNOT(1->0) -> CNOT(3->4)	1	3	6	199997	0.3333333333333333	3.0000450006750102e-05	11110.944444444443
