episode_key	run_dir	episode	snapshot_index	event_step	event_error_mha	baseline_error_mha	retained_error_mha	delta_error_mha	allowed_error_mha	original_gate_count	fixed_gate_count	effective_max_prune_steps	retained_gate_count	removed_gate_count	redundancy_ratio_pct	resolved_optimizer	last_action	retained_gates	retained_gates_with_angles	retained_signature
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep6695__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	6695	0	2	0.554445	0.554444	0.554444	0.000000	0.854444	2	1	1	2	0	0.00	cobyla	RX(q=5)	RY(q=4) | RX(q=5)	RY(q=4,θ=+3.142) | RX(q=5,θ=+3.142)	"[""RY(q=4)"", ""RX(q=5)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep3770__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	3770	0	5	0.554445	0.554443	0.554444	0.000000	0.854443	5	1	4	2	3	60.00	cobyla	RY(q=4)	RX(q=5) | RY(q=4)	RX(q=5,θ=-3.142) | RY(q=4,θ=+3.142)	"[""RX(q=5)"", ""RY(q=4)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep4080__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	4080	0	2	0.554448	0.554446	0.554446	0.000000	0.854446	2	2	0	2	0	0.00	cobyla	CNOT(5->4)	RX(q=5) | CNOT(5->4)	RX(q=5,θ=+3.142) | CNOT(5->4)	"[""RX(q=5)"", ""CNOT(5->4)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep593__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	593	0	5	0.554846	0.554444	0.554443	-0.000001	0.854444	5	1	4	2	3	60.00	cobyla	RX(q=5)	RX(q=4) | RX(q=5)	RX(q=4,θ=-3.142) | RX(q=5,θ=-3.142)	"[""RX(q=4)"", ""RX(q=5)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep5833__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	5833	0	2	0.554445	0.554444	0.554444	0.000000	0.854444	2	1	1	2	0	0.00	cobyla	RX(q=5)	RY(q=4) | RX(q=5)	RY(q=4,θ=+3.142) | RX(q=5,θ=+3.142)	"[""RY(q=4)"", ""RX(q=5)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep8498__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	8498	0	2	0.554445	0.554443	0.554443	0.000000	0.854443	2	1	1	2	0	0.00	cobyla	RY(q=5)	RX(q=4) | RY(q=5)	RX(q=4,θ=+3.142) | RY(q=5,θ=+3.142)	"[""RX(q=4)"", ""RY(q=5)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep3501__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	3501	0	3	0.554445	0.554444	0.554444	0.000000	0.854444	3	1	2	2	1	33.33	cobyla	RX(q=5)	RX(q=4) | RX(q=5)	RX(q=4,θ=+3.142) | RX(q=5,θ=+3.141)	"[""RX(q=4)"", ""RX(q=5)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep2632__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	2632	0	5	0.554445	0.554444	0.554443	-0.000000	0.854444	5	2	3	2	3	60.00	cobyla	RX(q=4)	RX(q=5) | RX(q=4)	RX(q=5,θ=+3.142) | RX(q=4,θ=+3.142)	"[""RX(q=5)"", ""RX(q=4)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep1722__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	1722	0	2	0.554445	0.554444	0.554444	0.000000	0.854444	2	1	1	2	0	0.00	cobyla	RY(q=4)	RX(q=5) | RY(q=4)	RX(q=5,θ=+3.142) | RY(q=4,θ=+3.142)	"[""RX(q=5)"", ""RY(q=4)""]"
crlqas__L1_BeH2_STO3G_6q__L1_BeH2_STO3G_6q_cobyla_20k_depth50__seed11111__ep5262__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L1_BeH2_STO3G_6q/Formal_EXP/L1_BeH2_STO3G_6q_cobyla_20k_depth50/seed11111	5262	0	2	0.554445	0.554444	0.554444	0.000000	0.854444	2	1	1	2	0	0.00	cobyla	RY(q=5)	RY(q=4) | RY(q=5)	RY(q=4,θ=+3.142) | RY(q=5,θ=+3.142)	"[""RY(q=4)"", ""RY(q=5)""]"
