episode_key	run_dir	method	molecule	config	seed	episode	snapshot_index	event_step	event_error_mha	last_action	prefix_len
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep568__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	568	0	32	0.2738	CNOT(0->3)	32
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep790__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	790	0	34	0.2805	CNOT(1->3)	34
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep10240__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	10240	0	41	0.4927	CNOT(2->5)	41
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep226__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	226	0	36	0.3759	CNOT(3->2)	36
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep2171__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	2171	0	36	0.6677	RZ(q=0)	36
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep173__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	173	0	31	0.3606	CNOT(3->2)	31
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep339__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	339	0	33	0.3830	CNOT(1->2)	33
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep9776__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	9776	0	22	0.6086	CNOT(2->3)	22
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep19396__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	19396	0	22	0.4717	RZ(q=0)	22
crlqas__L2_LiH_Equil_6q__L2_LiH_Equil_6q_cobyla_20k_curriculum__seed11111__ep1333__snap0	/home/ubuntu/NeurIPS2026/PSQASBench/results/crlqas/L2_LiH_Equil_6q/Formal_EXP/L2_LiH_Equil_6q_cobyla_20k_curriculum/seed11111	crlqas	L2_LiH_Equil_6q	L2_LiH_Equil_6q_cobyla_20k_curriculum	seed11111	1333	0	31	0.5018	CNOT(4->2)	31
